Densidad de estados ,Tiempo de ejecución, 240998.74 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  50, 1, 0, 1000000, 10000, 1200 
  E_i, E_f, S, DOS 
  -2.0, -1.9983333333333333, 51830.71089172363, 6.190609336214015276992227732484788454696924115918590420895901079934202402188503e+22509 
-1.9983333333333333, -1.9966666666666666, 51838.101470947266, 1.003277732370529377411814188121496591668606640671283989697147395342351301027095e+22513 
-1.9966666666666666, -1.995, 51838.46531677246, 1.443568535238812522466690151074226369857400767176089709423692099052280371583664e+22513 
-1.995, -1.9933333333333334, 51845.046127319336, 1.040991334513140977074842913866157069945194701408814686355181014593632885925363e+22516 
-1.9933333333333334, -1.9916666666666667, 51846.353759765625, 3.848971276524248298830352169306950259582033151446979702288450311301308703817738e+22516 
-1.9916666666666667, -1.99, 51851.561462402344, 7.031066226749378628436837126756275700500152804185896300773947954523989356400983e+22518 
-1.99, -1.9883333333333333, 51853.44902038574, 4.642770380493421261043078916503521397740603872423983737442556299430280900118189e+22519 
-1.9883333333333333, -1.9866666666666666, 51857.91520690918, 4.040334923029350989709092151172857760530834353274590060006342835064081904731992e+22521 
-1.9866666666666666, -1.985, 51860.13945007324, 3.735888448361827387762069855333371743781374257852114171877711954581413347204079e+22522 
-1.985, -1.9833333333333334, 51864.32620239258, 2.458540287335126560229135996074202339039965982854203327430091881513629195188743e+22524 
-1.9833333333333334, -1.9816666666666667, 51866.55780029297, 2.290065917507670976099156444807960212367045950565115386536814679352169821633508e+22525 
-1.9816666666666667, -1.98, 51870.453674316406, 1.126690347998075476671532405626411153318221280110508544536071852642052393842393e+22527 
-1.98, -1.9783333333333333, 51872.71659851074, 1.082879331132742131476114498417335008163323082158623761409178362490165549076832e+22528 
-1.9783333333333333, -1.9766666666666666, 51876.35020446777, 4.098595708499591248432257688597181465101566291758845597259999953343328240565736e+22529 
-1.9766666666666666, -1.975, 51878.878341674805, 5.135599164030361428627376282438564177227362847820278625202270545445441062917542e+22530 
-1.975, -1.9733333333333334, 51882.30642700195, 1.582667413743214940507816155822948822305325125306841657540946345589690441200004e+22532 
-1.9733333333333334, -1.9716666666666667, 51884.77192687988, 1.862698876782170334615453635771849692830139813608712762846751789755846449127024e+22533 
-1.9716666666666667, -1.97, 51888.134826660156, 5.378132163199584063314843680840121949293918777840668148248645368142066869840378e+22534 
-1.97, -1.9683333333333333, 51890.72805786133, 7.192129049654151709897163145265085468507799740905342297345266383189001234069886e+22535 
-1.9683333333333333, -1.9666666666666666, 51893.85102844238, 1.633602396733044661888027084166280632726527787601022148352187559152939511855709e+22537 
-1.9666666666666666, -1.965, 51896.46401977539, 2.228199534185746528348634270962527499054327912817910182687667715947742165174122e+22538 
-1.965, -1.9633333333333334, 51899.390869140625, 4.159763192733970690020640319426778191344744214841348252280526162172608964753247e+22539 
-1.9633333333333334, -1.9616666666666667, 51902.09242248535, 6.199238113382983248714705627019001853220144357887727518541617991705567530709481e+22540 
-1.9616666666666667, -1.96, 51904.92079162598, 1.04877766156498967644264649227464479687732606723960005520607316502411764754192e+22542 
-1.96, -1.9583333333333333, 51910.57655334473, 2.998814029360516307223399175576689135316396134248848177681182304376866597418816e+22544 
-1.9583333333333333, -1.9566666666666668, 51913.26005554199, 4.389142998258714225823941356553906986337474950952410987070967610244284628137041e+22545 
-1.9566666666666668, -1.955, 51915.91925048828, 6.26979616487619846727261965760571105339683483828275561884230393028609896966043e+22546 
-1.955, -1.9533333333333334, 51918.63026428223, 9.4326072728688539879998439817819530835338216970999364756955303391985380317868e+22547 
-1.9533333333333334, -1.9516666666666667, 51921.34307861328, 1.421647898330485604549313842728643116157951754667980155793512636198148299626059e+22549 
-1.9516666666666667, -1.95, 51923.9070892334, 1.846408161727573063400375528049839318249028195124176356366754507109432525418114e+22550 
-1.95, -1.9483333333333333, 51926.58499145508, 2.687360127059104009588093993837586842835595553463173312106992708605915386085586e+22551 
-1.9483333333333333, -1.9466666666666668, 51929.168228149414, 3.558043971644470991068230000096583178567071914232181776696691137410686954709009e+22552 
-1.9466666666666668, -1.945, 51931.87971496582, 5.355438952389991491193592005208074320065466208778556866347077077539575729907455e+22553 
-1.945, -1.9433333333333334, 51934.44209289551, 6.944191174030552882588383588068458542831350307649523751273305929444526058662242e+22554 
-1.9433333333333334, -1.9416666666666667, 51937.06526184082, 9.568623499052796043578814077936327218322934734836246669546615081438405444157486e+22555 
-1.9416666666666667, -1.94, 51939.68864440918, 1.318772978428497818463028916057516636378611736161239044353172472773737466718699e+22557 
-1.94, -1.9383333333333332, 51942.257751464844, 1.721547688559965060028760818635585440447902300694102365244653318364928684696007e+22558 
-1.9383333333333332, -1.9366666666666668, 51944.88171386719, 2.374058682025099328582364571488643089920728556428032931475253985837013435539449e+22559 
-1.9366666666666668, -1.935, 51947.397720336914, 2.938861881433295418017007707988771467741793141743832282364345988578576031427639e+22560 
-1.935, -1.9333333333333333, 51949.98387145996, 3.902387016021652413357022200920525730583556059874012246442436726413127912714631e+22561 
-1.9333333333333333, -1.9316666666666666, 51952.455078125, 4.619146710512773540375780928078187281999543865620442096563875771894540971392093e+22562 
-1.9316666666666666, -1.93, 51954.98307800293, 5.787062243485087489004008610777625101064697052027536917493053775642732124640859e+22563 
-1.93, -1.9283333333333332, 51957.48611450195, 7.071525194582329810789623838521856148659714276590827149265730048870599992997968e+22564 
-1.9283333333333332, -1.9266666666666667, 51960.00895690918, 8.813930652769959636293888078480726091511831725263754448472816250377231124012416e+22565 
-1.9266666666666667, -1.925, 51962.4817199707, 1.044905419927331663427739086397432134384345213042878484680001458581099561994749e+22567 
-1.925, -1.9233333333333333, 51965.00370788574, 1.301255016552428709493443082889356016223095578230891204974899339049867464927282e+22568 
-1.9233333333333333, -1.9216666666666666, 51967.43014526367, 1.472823756629537772643615624742424513925198018368036172251587444955533687840007e+22569 
-1.9216666666666666, -1.92, 51969.86730957031, 1.684991795581565128755874730103284664418968793385274857457676967803035380925484e+22570 
-1.92, -1.9183333333333332, 51974.89190673828, 2.563023654805407789125026266127177026679436273882120104892955355383637740580797e+22572 
-1.9183333333333332, -1.9166666666666667, 51977.241943359375, 2.687574743983342367402739656334486356948586215133655709762522000898547936193686e+22573 
-1.9166666666666667, -1.915, 51979.65287780762, 2.995132766687848731823373226019897184676972201024527019758093963163173336366831e+22574 
-1.915, -1.9133333333333333, 51982.04008483887, 3.259619589674470958794990912076627986852218467132971230361219743755629968489157e+22575 
-1.9133333333333333, -1.9116666666666666, 51984.41200256348, 3.493636357078172644077442014217740015715839349388481650831038494048498592704696e+22576 
-1.9116666666666666, -1.91, 51986.78871154785, 3.762437509935884365706341169603297012851523238847473455886965566630625890378631e+22577 
-1.91, -1.9083333333333334, 51989.17153930664, 4.076789074686047005720631262025202579032987537876225911460034378959916682270342e+22578 
-1.9083333333333334, -1.9066666666666667, 51991.54769897461, 4.388047038027571861860161848963251796576215444724128522064263007389922125626652e+22579 
-1.9066666666666667, -1.905, 51993.92352294922, 4.721483937230391735856008624624342248446377327113976203556758710571921549325695e+22580 
